id,title,address,phone,district_id
1721,Начальная школа  им.О.Максутова,723610 с.Токой,+996(555)609161 ,43
1722,Начальная школа  им.А.Машрапова,723610 с.Кремль,+996(550)651348 ,43
1723,Средняя общеобразовательная школа им.К.Калмурзаева,723621 с.Курбуташ,+996(773)362554 ,43
1724,Средняя общеобразовательная школа «Кысык-Алма»,723621 с.Кысык-Алма,+996(777)745441 ,43
1725,Средняя общеобразовательная школа им.Т.Турдубаевой,723621 с.Тузбель,"+996(777)835606, +996(773)100860 ",43
1726,Средняя общеобразовательная школа «Жалпак-Таш»,723621 с.Учкапчал,0,43
1727,Средняя общеобразовательная школа им.П.Жакыпова,723621 с.Актерек,+996(777)520147 ,43
1728,Начальная школа  им.К.Маркса,723621 с.К.Маркс,0,43
1729,Начальная школа им.А.Ташмаматова,723621 с.Кысыкалма,0,43
1730,Неполная средняя школа «Кара-Тарык»,723621 с.Каратарык,+996(543)124919 ,43
1731,Средняя общеобразовательная школа  «Кызыл-Абад»,723604 с.Кызылабад,+996(772)251654 ,43
1732,Неполная средняя  школа им.Ж.Малабаева,723604 с.Караташ,0,43
1733,Начальная школа имени Ж. Даликулова,"723624, с. Шоро-Башат",+996(772)238901 ,43
1734,Средняя школа им. К. Рысбаева,"723614, с. Шералы",+996(772)123263 ,43
1735,Средняя общеобразовательная школа  имени А. Мурзакулов,,+996(778)131994 ,44
1736,Средняя общеобразовательная школа им.Н.Кармышева,с.Жар-Башы,+996(770)188476 ,44
1737,Средняя общеобразовательная школа им.А.Саита,с.Дараут-Коргон,+996(777)724424 ,44
1738,Средняя общеобразовательная школа «Кок-Суу»,с.Чак,+996(770)395417 ,44
1739,Средняя общеобразовательная школа им.З.Каримбекова,с.Жаш-Тилек,+996(772)142733 ,44
1740,Неполная средняя школа  «Кулчу»,с.Кулчу,+996(772)780973 ,44
1741,Средняя общеобразовательная школа им.Ынакбай уулу К. ,с.Кызыл-Эшме,+996(3237)21342 ,44
1742,Средняя общеобразовательная «Кара-Кабак»,с.Кара-Кабак,+996(773)558574 ,44
1743,Средняя общеобразовательная школа им.Ж.Боконбаева,с.Ачык-Суу,+996(772)102746 ,44
1744,Средняя общеобразовательная школа  «Жайылма»,с.Жайылма,+996(772)969460 ,44
1745,Средняя общеобразовательная школа «Кабык»,с.Кабык,+996(770)470971 ,44
1746,Средняя общеобразовательная школа «Эсенкелди уулу Максатбек»,с.Кашка-Суу,+996(778)151280 ,44
1747,Средняя общеобразовательная школа «Ак-Суу»,с.Кара-Тейит,+996(773)045606 ,44
1748,Средняя общеобразовательная школа «Кыргызстан»,с.Жекенди,+996(777)424905 ,44
1749,Средняя общеобразовательная школа им.В.И.Ленина,715312 с.Кара-Мык,+996(777)862415 ,44
1750,Средняя общеобразовательная школа Ташбек уулу Гапар,с.Шибе,+996(773)553638 ,44
1751,Средняя общеобразовательная школа им.С.Осмонова,с.Чулук,+996(773)904852 ,44
1752,Средняя общеобразовательная школа им. Чолушева ,722719 ул. Сапаралиева 1,+996(777)018158 ,45
1753,Средняя общеобразовательная школа им. Тойчубекова  ,722719 ул.Эшенкулова 1,+996(770)257010 ,45
1754,Средняя общеобразовательная школа им. Дуйшебаева ,722718 ул.Кулмата,+996(777)159736 ,45
1755,Средняя общеобразовательная школа Кумуштак,722718 ул.Сатаева 124,+996(777)101222 ,45
1756,ЧМГ,722727 ул.Курманбек 44,+996(777)770247 ,45
1757,Средняя общеобразовательная школа им. Шаршенбая,722725 ул. Школьная 1,+996(773)482151 ,45
1758,Средняя общеобразовательная школа им. Акчалова,722725 ул. Айдар 70,+996(772)873664 ,45
1759,Средняя общеобразовательная школа Кашка-Жол  ,722724 ул. Манаса 8,+996(772)813061 ,45
1760,Средняя общеобразовательная школа им. Акынбекова,722724 ул. Манаса 96,+996(3462)0057 ,45
1761,Средняя общеобразовательная школа им. Арыстанова,722722 ул. Мусаева 6,+996(556)909991 ,45
1762,Средняя общеобразовательная школа им. Кочорбаева,722729 ул. Мышык,+996(773)169509 ,45
1763,Средняя общеобразовательная школа им. Султаналиева  ,723805 ул Сооробека,+996(777)512341 ,45
1764,Средняя общеобразовательная школа им. Дуйшеева,723805 ул Самтырова,+996(777)615423 ,45
1765,Средняя общеобразовательная школа им. Абдрахмана,723805 ул. Калманбетова,+996(772)688956 ,45
1766,Средняя общеобразовательная школа Урмарал,723805 ул. Казак,+996(777)519787 ,45
1767,Урмаралская неполная средняя школа,723805 ул. Абылгаазы,+996(772)461706 ,45
1768,Средняя общеобразовательная школа им. Нарикбая,722726 ул. Эркинбека,+996(3422)31534 ,45
1769,ЛГШЛ,722726 ул. Кайназара 47,+996(555)166698 ,45
1770,Средняя общеобразовательная школа им. Ленина,722726 ул. Шапак 66,+996(554)090565 ,45
1771,Средняя общеобразовательная школа Жунусов ,722726 ул. Балбан-Шаршен ,+996(543)830412 ,45
1772,Средняя общеобразовательная школа им. Жанчарова,722726 ул. Сыргабая,+996(770)380094 ,45
1773,Ленинская средняя школа,722700 им. М. Керимбекова №2,"+996(3456)21199, +996(550)603191 ",45
1774,Неполная средня школа им. О.Тургумбаева ,,+996(778)842212 ,46
1775,Средняя общеобразовательная школа им. Р.Шукурбекова,722714 Ул. Береговая ,+996(555)706883 ,46
1776,Манасская средняя школа,722700 ул. К. Осмоналиева,"+996(3422)21213, +996(773)787945 ",46
1777,Средняя общеобразовательная школа им. А.Умарбекова,722700,+996(550)971707 ,46
1778,Средняя общеобразовательная школа им. М.Чалданбаев,"722711, ул.Манаса ",+996(543)214637 ,46
1779,Средняя общеобразовательная школа им. Эшенаалы уулу Сейитбека,"722718, ул. Суйутбека № 25 ",+996(773)717556 ,46
1780,Средняя общеобразовательная школа им. Б.Шамратбекова,722701,+996(550)048133 ,46
1781,Средняя общеобразовательная школа им Садыкова,722808 Ул.Сартбаева №114,+996(772)161254 ,46
1782,Средняя общеобразовательная школа им. Мадымарова,722711,+996(554)035380 ,46
1783,Средняя общеобразовательная школа им. Э.Эсенаманова,723901 Шукурбеков 2,+996(777)736304 ,46
1784,Кок –Сайская сш.им. Токтогожоева,"722713, ул. Московская №2",+996(555)098324 ,46
1785,Средняя общеобразовательная школа им. А.Калыбаева  ,"722710,ул.Чотон 33",+996(772)213931 ,46
1786,Кайнарская средняя школа ,"722713, ул. Кызыл-Туу №17 ",+996(550)879471 ,46
1787,Средняя общеобразовательная школа им. Т.Айтмамбетова,722717,+996(554)253534 ,46
1788,Средняя общеобразовательная школа Чон Кара-Буура ,722716,+996(550)429564 ,46
1789,Средняя общеобразовательная школа им. Б.Айтпаева,"722717, ул. Айтпаева 34",+996(550)660695 ,46
1790,Средняя общеобразовательная школа им. А.Сулайманова ,722700,771509815,46
1791,Средняя общеобразовательная школа им. Р.Осмонова,"722701,ул Тургунбаева 12 ",+996(773)383392 ,46
1792,Средняя общеобразовательная школа им. Ж.Субанбекова,722700 ул.30 лет Победы № 18 ,+996(773)452221 ,46
1793,Средняя общеобразовательная школа А.Шыйкымбаева,722708 ул. Ленина ,+996(553)234388 ,46
1794,Средняя общеобразовательная школа им. Дуйшена,722712.ул. Сейталив Токтогул 10,+996(550)631857 ,46
1795,Средняя общеобразовательная школа им. Т.Айтматова,ул. Б.Момбеков №46 ,+996(550)710068 ,46
1796,Средняя общеобразовательная школа  Женижок   ,ул.Сатыбек №1 723911,+996(777)844688 ,46
1797,Средняя общеобразовательная школа  Им.Ч.Айтматова,723901 ул. Бабанова 1,+996(770)401769 ,46
1798,Средняя общеобразовательная школа  им. Мырзабаева,722708,+996(772)935102 ,46
1799,Лицей им.Т.Бабанова,722700 ул. Н.Коджомуратова 17,+996(558)464630 ,46
1800,Средняя общеобразовательная школа им Мейлибека Орозбекова,ул. М Керимбекова  № 9,778559846,46
1801,Средняя общеобразовательная школа им. И.Отунбаева  ,722704  ул.Ынтымак №53,+996(772)402263 ,47
1802,Средняя общеобразовательная школа  им.Н.Цыренина,"724005, ул.Советская №1",+996(773)085811 ,47
1803,Жийденской СШ ,7220040 ул. Жумак ата №69,+996(777)039585 ,47
1804,Манасская  средняя  школа, 724005  ул. Манас    16,+996(773)490513 ,47
1805,Средняя общеобразовательная школа им. Узенова,724003 ул. Иманкулова К.,+996(772)206986 ,47
1806,Покровской СШ  ,724000     ул. К.Жаманкулов №117,=996(557)732207 ,47
1807,Покровской СШ №2   ,722706    ул. Кызыл Туу  №41 ,+996(550)355901 ,47
1808,Средняя общеобразовательная школа  М. Рахманбердиева ,722704 Ул:Осмон Торогельдиева №12,+996(773)907893 ,47
1809,Кара-Арчинской СШ,722706    ул. Акматаалы ата  №1 ,+996(543)072869 ,47
1810,Средняя общеобразовательная школа им.  Алымкула Усонбаева,724001   ул. Акбая №32,+996(777)581657 ,47
1811,Средняя общеобразовательная школа  им. Сагынбек  Дуйшонбиева   ,722700 ул. Жанкарачева  №16,+996(773)232900 ,47
1812,Средняя общеобразовательная школа им.О.Израилова ,"724001, ул.Мектеп № 2",+996(777)131321 ,47
1813,Покровкской неполная средняя школа ,722706    ул. Кояшева М №70,+996(777)139501 ,47
1814,Начальная школа им.Б.Миршакирова ,"722704, ул.Шарип аке ",+996(772)607337 ,47
1815,Средняя общеобразовательная школа им. Газы Малаева,722004   ул. Шарип аке №  70,+996(550)737532 ,47
1816,Бала-Саринская средняя школа,722706      ул. Тоголок Молдо  №73,+996(773)442676 ,47
1817,Средняя общеобразовательная школа им.А.Жолдошбекова   ,722070,+996(772)667371 ,47
1818,ЖАЙЫЛГАНСКАЯ средняя школа,"722706, ул.ИДИРИСОВА дом № 42",+996(550)471007 ,47
1819,Каиндинской  средняя  школа,722707    ул. Манас №2,+996(773)618412 ,47
1820,Средняя общеобразовательная школа им. Баялыш уулу Рахман,№ 7220040 ул. Манаса-95 ,+996(772)206415 ,47
1821,Майской средняя школа ,724003 ул. Озубекова 4,+996(777)031267 ,47
1822,СШ.им.Ш.Кочкорбаева,с.май,778786945,47
1823,лицей,с.Покровка,2-25-62 ,47
1824,Таласская вспомогательная школа-интернат для умственно отсталых детей,"724108 ул. Т. Казакова,110",+996(550)58677 ,48
1825,Средняя общеобразовательная школа им. М. Сейталиева,ул. Т. Жумабаев,+996(773)507995 ,48
1826,Средняя общеобразовательная школа  им. Р. Айдаралиева,722744 ул. Султан у. Камчыбек 102,+996(777)552094 ,48
1827,Начальная школа Дуйшон _Ата ,722744 ул. Султан у. Камчыбек 22,+996(777)428129 ,48
1828,Средняя общеобразовательная школа  им.Козубекова,722731 ул.Кукев №15 ,+996(551)742051 ,48
1829,Аксайская сш. им Ш. Жумагулова ,724101 ул. Кутманалиева 94,+996(770)419820 ,48
1830,Средняя общеобразовательная школа им. Г.Орозалиева,722741 ул. К.у. Шейшен 1,+996(773)0614 10 ,48
1831,СШ. им. Ш. Шеркулов,722730 ул. Ш.Шеркулова 102,+996(772)369494 ,48
1832,Средняя общеобразовательная школа им. Жумагул у. Алымкул,277232 ул. Жумагул у. А. 35,+996(777)715537 ,48
1833,Средняя общеобразовательная школа  им. Ш.Нурбаева,722735 ул Ортоарык 45,+996(554)353574 ,48
1834,Средняя общеобразовательная школа Б. Жанузаков ,724111 ул. Кутманалиева 7,+996(777)085296 ,48
1835,Средняя общеобразовательная школа  им. А.Огомбаев,724009 ул. Школьная 1,+996(773)575454 ,48
1836,Средняя общеобразовательная школа  им. А. Оторбаева,724149 ул. Алаппаева 2,+996(773)116916 ,48
1837,Средняя общеобразовательная школа Балбал,724108 ул Эсенбай у. 32,+996(770)347815 ,48
1838,Средняя общеобразовательная школа  им. М.Мамбетова,7724108 ул. Т.Мырзалиева 47,+996(773)428437 ,48
1839,Средняя общеобразовательная школа ,724108 ул.Арзыбай у. Э. 12,+996(773)817784 ,48
1840,Средняя общеобразовательная школа  им. А.Солтонова,722731 ул. А Солтонова,+996(777)477075 ,48
1841,Средняя общеобразовательная школа  им Ханбурго ,724114 ул. Кенжебек 25,+996(770)266184 ,48
1842,Средняя общеобразовательная школа  Арашанская,722728 ул Толобай 68,+996(773)813750 ,48
1843,Средняя общеобразовательная школа  Им А.Борубаев ,724114 ул. Дубашева 1,+996(773)173092 ,48
1844,Средняя общеобразовательная школа  им. Байсейит у. Э,722732 ул. Кудакен у. Темиркул № 35,+996(770)348882 ,48
1845,Средняя общеобразовательная школа им. Туйтунова ,722745,+996(553)250161 ,48
1846,Средняя общеобразовательная школа им. Таштобо,722734 ул. Субанова,+996(553)953764 ,48
1847,Средняя общеобразовательная школа им. Кок-Ой ,722734 ул. Школьная 1,+996(556)221262 ,48
1848,Средняя общеобразовательная школа им. К. Нанаева,724102 ул.Чиникебий 48,+996(777)220027 ,48
1849,Средняя общеобразовательная школа  им.Султанбекова ,724108 ул.Абдыш,+996(772)414681 ,48
1850,Средняя общеобразовательная школа им.К.Каимова,724115 ул.Шаршаен,+996(773)789235 ,48
1851,Средняя общеобразовательная школа им К.Нурбекова,724108 ул.Арзыбай у. Э. 12,+996(773)817784 ,48
1852,Средняя общеобразовательная школа им. Туйтунова ,722745,+996(553)250161 ,48
1853,Средняя общеобразовательная школа  им. А. Карпкулова,722731 ул. А. Нуржигитова 44,+996(772)192127 ,48
1854,Лицей «Улукман» ,"724000, ул.Чойбекова  №18",+996(543)238084 ,48
1855,Вспомогательная школа интернат,724108 ул. Т.Казакова 110,+996(550)58677 ,48
1856,Средняя общеобразовательная школа № 1  им.А.Чолпонкулова,722720 ул. Карла-Маркса №45,+996(3422)53051 +996(555)2785478 ,49
1857,Средняя общеобразовательная школа № 2 им. Р.Я Рысакова,724200 ул. И.Сарыгулова № 10,+996(3422)52026 +996(772)826672 ,49
1858,Школа - гимназия № 3,724202 ул. 1Мая № 87,+996(3422)52841 +996(555)034868  ,49
1859,Средняя общеобразовательная школа № 4,722720 ул. Ленина № 253,+996(3422)52087  +996(777)363270 ,49
1860,Средняя общеобразовательная школа № 5,724200 ул. Калинина № 72,+996(3422)56030 +996(777)157704 ,49
1861,Средняя общеобразовательная школа № 6 им. С.Абдулдаева,722720 ул. Ленина №225,+996(3422)52132   ,49
1862,Средняя общеобразовательная школа  №7 ,722720  ул.Аланкозова 55,+996(3422)54339  +996(3422)53003 ,49
1863,Средняя общеобразовательная школа 8 ,724200 ул. Алымбекова №2 а,+996(3422)51087 +996(772)718962 ,49
1864,Средняя общеобразовательная школа  № 9,722720 ул. Турдалиева 275,+996(3422)56079 ,49
1865,Ак-Сайский лицей –интернат «Манас» им. Ш.Жумагулова ,724101 ул.С.Кутманалиев  №94,+996(550)641440 ,49
1866,Таласский областной лицей-комплекс иностранных языков,720504 ул Байбылова 12,+996(3422)53788 +996(772)657808 ,49
1867,Чалдыбарская школа-интернат,722727,+996(3457)60062 ,49
1868,"Талаасский мужской лицей ""Себат""",724200 ул.Турдалиева 119,+996(3422)56035 +996(555)759662 ,49
1869,"Международный Таласский женский лицей ""Мээрим-Себат""",720020 ул. Бердике баатыра 340,+996(3422)55583 +996(555)759640 ,49
1870,Аламудунская Средняя общеобразовательная школа № 1,724301 ул. Гоголя 145,"+996(312)697060, +996(772)318390 ",50
1871,Аламудунская Средняя общеобразовательная школа № 2,724303 ул. Пушкина 2,+996(696601) +996(543)185007 ,50
1872,Средняя общеобразовательная школа  АГЭС-5,724312 ул. Ломоносова б/н,+996(550)190823 +996(312)452091 ,50
1873,Башкара-Суйская СШ им. С. Жоошбаева,"722166 ул. Школьная,1",+996(770)192791 ,50
1874, Бер-Булакская СШ им. О. Турсуматова,"ул. Турсуматова, 17",+996(312)420861 0555670400 ,50
1875,Средняя общеобразовательная школа им. Бейшеналиевой,724329 ул. Больничная 54,+996(555)477526 ,50
1876,Беш-Кунгейская СШ им. И. Таранчиева,"724330, с.Беш-Кунгей, ул. Школьная, 4",+996(312)698636 +996553958998  ,50
1877,Васильевская Средняя общеобразовательная школа № 1,ул. Фрунзе 171,+996(553)010320  ,50
1878,Васильевская  Средняя общеобразовательная школа № 2,722188 ул. Спортивная 41,+996(312)451778 +996(773)202895 ,50
1879,Верхне-Аларчинская СШ им. С. Самсалиева,"ул.Кочок,30",+996(772)292641 ,50
1880,Горно-Маевская СШ им. Ш. Эркинбаева,"ул. Насип у.Садырбек, 38",+996(778853834) ,50
1881,Грозденская Средняя общеобразовательная школа ,724311 ул Садовая б/н,+996(555)164464 ,50
1882,Кайырминская СШ им А. Айдаралиева,ул. Кайырминская 1-а,+996(312)451787 +996(550)730576 ,50
1883,Кара-Джигачская СШ им. Каратала Табалдинова,"724314 ул. Кондучаловой, 90",1993083608399,50
1884,Кашка-Суйская СШ им. Т. Актанова,722166,+996(550)140162 ,50
1885,"Средняя общеобразовательная школа  ""Келечек""",722160 ул. Лермонтова 24,+996(543)015926 ,50
1886,Кок-Жарская СШ им. А. Жумагулова,724316 Уметалиева 16-а,+996(770)177129 +996(312)529012 ,50
1887,Лебединовская школа гимназия № 1, Ленина 366,+996(312)604295 +996(312)603861 +996(550)860125 ,50
1888,Лебединовская  школа гимназия  № 2 им. Ж.Касымбаевой,ул. Школьная 4,+996(312)604 172 +996(772)426214 ,50
1889,Лебединовкая Средняя общеобразовательная школа № 3,"724310 ул. Озерная, 32",+996(312)452090 +996(777)385868 ,50
1890,Средняя общеобразовательная школа им. Ленина,724319 ул. Алматинская 246,+996(312)414144 +996(772)805695  ,50
1891,Маевская  Средняя общеобразовательная школа ,"724321ул Октябрьская,",+996(550)362150  +996(312)395331 ,50
1892,Мраморная  Средняя общеобразовательная школа ,724324 л Северная 2,+996(553)626250 ,50
1893,Нижне-Аларчинская  Средняя общеобразовательная школа ,724 ул. Новая б/н,+996(312)396874 ,50
1894,Октябрьская  Средняя общеобразовательная школа ,ул. Ленина 1,"0312 45 17 72, ",50
1895,Орто-Алышская СШ им. А. Суюнбаева,772167 ул. Эшмамбет у. А № 19,+996(312)421718 +996(551)012152 ,50
1896,Озерная  Средняя общеобразовательная школа ,"722181 ул. Школьная,7",+996(312)938149 +996(777)474495 ,50
1897,Пригородная  Средняя общеобразовательная школа ,"722180 ул Юбилейная, 56",+996(550)019676 +996(312)695437 ,50
1898,Средняя общеобразовательная школа   им. Стрельниковой,"ул Саадатбек уСатыбек,1",+996(770)814408 +996(312)420022 ,50
1899,Таш-Мойнокская СШ им. С. Бегматовой,722413 ул. Кулулкытай 93,+996(312)471041 +996(777)551157 ,50
1900,Чуйская  Средняя общеобразовательная школа ,"724317 ул. Перврмайская, 58",+996(312)451665 +996(772)122953 ,50
1901,Неполная средняя школа  им. Чокморова,724329 ул. Сопубека 17,+996(543)238707 ,50
1902,Чуйская школа гимназия,724418 ул.Больничная 14,+996(555)0330953 +996(312)420875 ,50
1903,Неполная средняя школа   им. Бердыбекова,ул.Линейная 100-а,+996(312)896472 +996(777)385809 +996(558)048482 ,50
1904,"Школа- комплекс  ""Эврика""","7724311 ул. Заводская, 6 начальная школа , с. Бирдик ул. Молодежная 2 старшая школа",+996(312)452088 +996(772)0422128 ,50
1905,"""Учебно-воспитательный комплекс Кут-Билим""","ул. Эшмамбет у. Асылбек, б/н",,50
1906,Бирдикская НШК,с. Бирдик,+996(772) 422128 ,50
1907,Орто-Суйская вспомогательная школа-интернат для умственно отсталых детей,722053 ул. Сенирбаева,9960313370014,51
1908,Начальная  школа  № 1,424400 ул.Советская 141,9960313341024,51
1909,Средняя  школа № 1,724440 ул.Жайыл Батыра131,9960313331424,51
1910,Средняя  школа №2 имени 60-летия Великой Победы,724400 ул.Первомайская 2,9960313333900,51
1911,Средняя общеобразовательная школа № 3,724440 ул.Жайыл Баатыра 98,+(99603133)3-16-29 ,51
1912,Средняя школа № 4 города Кара-Балта,724440 ул.Дружбы 1,9960313341007,51
1913,Средняя общеобразовательная школа № 5,724412 ул.Гвардейская 1,9960313363444,51
1914,Средняя  школа гимназия№ 6,724411 ул.Ленина 10,9960313363292,51
1915,Средняя общеобразовательная школа №8,724440 ул.Ленина 9,9960313363615,51
1916,Средняя  школа № 9 им. Дуйшенкула Шопокова,724440 ул.Токтогула 166,9960313332882,51
1917,Cредняя школа-гимназия № 10 интернатного типа   имени  А.С.Макаренко г.Кара-Балта,724440 ул.Коммунистическая 3,9960313362903,51
1918,Средняя общеобразовательная школа № 11,724440 кв.Ковровщиков 10,9960313363367,51
1919,Средняя  школа № 12им. Жайыл Баатыра,724440 ул.Гвардейская б/н,"+996(0313361934, ",51
1920,"Начальная школа ""Нурсултан""",724440 ул.Коммунистическая 3,9960313362914,51
1921,"Христианская средняя общеобразовательная школа ""Наристе""",724440 40 лет Киргизии 18,9960313361927,51
1922, Алексеевская средняя  школа ,724402 ул.Центральная157,9960313332117,51
1923,Жайылская основная школа села Жайыл,724402 ул.Центральная21-а,+996(3133)70195 ,51
1924,Федоровская   средняя  школа ,724425 ул.Центральная 87,9960313331445,51
1925,Ийри-Сууйская основная школа,724425 ул.Тынчтык 78,0,51
1926, основная школа Жекен,724425 ул.Центральная28,0,51
1927, Общеобразовательная Буденовская средняя школа,724425 ул.Труда 36,0,51
1928,Средняя школа им.Усенкана Сатыбалдиева,724406 ул.Жайыла 75,9960313370194,51
1929,Средняя школа им.Акынбека Куручбекова с.Эрикту,724426 ул.50лет Киргизии,996770145894,51
1930, Каратюбинская основная школа села Кара-Тюбе,724407 ул.Школьная б/н,9960313370189,51
1931,Новониколаевская средняя  школа-гимназия,724416 ул.Энгельса 127,9960313332596,51
1932, Ак-Башатская средняя школа,724401 ул.Центральная 115,9960313370188,51
1933,Cредняя школа с. Полтавка ,724419 ул.Центральная,9960313370059,51
1934, Малтабарская средняя  школа ,724415 ул.Западная 19,9960313370061,51
1935,Cредняя школа имени Аскер уулу Нурлан с. Ортосуу,724417 ул.Сенирбаева 129,9960313370058,51
1936, Петропавловская средняя  школа им.60-летия Победы,724418 ул.Ленина 53,9960313358267,51
1937, Средняя школа имени  Асанкула Закирова,724413 ул.Московская 1,нет ,51
1938,Ставрополовская средняя школа ,724422 ул.Октябрьская 34,0,51
1939, Кара-Cуйская  средняя  школа ,724422 ул.Мураке 40,9960313370054,51
1940,Степнинская средняя  школа ,724423 ул.Центральная,9960313370191,51
1941, Сосновская средняя  школа ,724421 ул.Киевская 49,9960313369080,51
1942,Сосновская основная санаторная школа-интернат,724421 ул.1Мая 158,9960313369119,51
1943, Сары-Булакская средняя школа имени Турара Кожомбердиева,724420 ул.Кожомбердиева б/н,0,51
1944,Талды-Булакская средняя школа имени Каната Дербишева села Боксо-Жол,724404 ул.Медер 1,9960313370015,51
1945,Бекитайская средняя школа имени Самудина Молдосанова,724404 с.Бекитай,9960313370016,51
1946,Средняя  школа им.Карабекова Сатынбая села 1-мая,724424 с.1Мая ул.1-Мая 7,779769817,51
1947,Средняя  школа  имени Туркмона с.Кызыл-Ой,724424 ул.Жибек Жолу,0,51
1948,Средняя школа  им. Сапарбека Мырзакматова с.Кожомкул,724424 ул.Жибек Жолу 37,0,51
1949,сш им.Иманжана Бегимкулова с.Тунук,724424 с.Тунук ул.Жибек Жолу 9,0,51
1950,Суусамырская средняя школа имени  КонушбаеваКадырбека,724424 ул.Тынчтык 14,0,51
1951,Красно-Реченская школа-интернат,"725019, ул. Октябрьская ,83","+996(3132)44090, +996(3132)44091 ",52
1952,Дмитриевская специальная школа-интернат для умственно отсталых детей-сирот,722154   ул. Ленина.28,+996(3132)58055 +996(777)882444 ,52
1953,Кантская СШ - гимназия №1 им. Д.Зубкова, 725000 ул.Советская 7,+996(3132)50701 ,52
1954,Кантская СШ №2 им. К.Рыскуловой,725000 ул.Ленина 47,+996(3132)50911 +996(550)443709 ,52
1955,Кантская СШ - гимназия №3,725000 ул.Пушкина 53,+996(3132)59139 ,52
1956,Кантская СШ - гимназия №4,725000 ул.Дзержинского б/н,+996(3132)56101 +996(555)429770 ,52
1957,Кантская СШ №5 с проф. подготовкой,725000 ул.Л.Тольстого 8,+996(3132)55918 +996(772)459266 ,52
1958,Средняя общеобразовательная школа  им. Я.Я.Ваккера, 725020 ул.Ленина 163,+996(3132)53854 +996(551)505036 ,52
1959,Киргшелкская средняя общеобразовательная школа , 725018 ул.Мичурина 104,"+996(3132)41530 +996(550)225493, ",52
1960,Средняя общеобразовательная школа  Актилек, 722142 ул 50 лет Октября б/н,+996(3132)70284 ,52
1961,Тузская средняя общеобразовательная школа,725030 ул.Осмонова 7,+996(3132)93217 +996(558)555600 ,52
1962,Дмитриевская средняя общеобразовательная школа , 722005 ул.Ленина б/н,+996(3132)58003 +996(557)090874 ,52
1963,Жээкская СШ им. К. Жакыпова,722005 б/н,"+996(550)452799, ",52
1964,Средняя общеобразовательная школа  им. М.Ванахуна, 725021 ул.Пионерская 1,+996(3132)60391 +996(772)957080 ,52
1965,Средняя общеобразовательная школа им. К.Айдарбекова,725007 ул.Айдарбекова б/н,+996(3132)70078 +996(777)192554 ,52
1966,Красно-Милянтанская средняя общеобразовательная школа ,725001 ул. Красномилянтанская б/н,+996(3132)70402 +996(772)154847 ,52
1967,Кировская средняя общеобразовательная школа, 722151 ул.Мичурина 5,+996(3132)49711 +996(555)977811 ,52
1968,Ак-Кудукская средняя общеобразовательная школа , 722151 ул.Гагарина 1,+996(3132)50556 ,52
1969,Первомайская неполная средняя школа,722141 ул.Пионерская 15а,+996(3132)70244; +996(773)591135 ,52
1970,Новопокровская  средняя школа  №1, 772153 ул.Ленина 262,+996(3132)40774 ,52
1971,Новопокровская средняя школа №3,725023 ул.Фрунзе 572,"+996(3132)40817, ",52
1972,Средняя общеобразовательная школа  им. А.Сакебаева,722153 ул.Школьная 1,+996(3132)70032 +996(555)335391 ,52
1973,Новопокровская школа-лицей №2 имени. Н.С.Баранова,722153 ул Советская б/н,+996(3132)40663 +996(543)908206 ,52
1974,Средняя общеобразовательная школа  им. К.Маликова,722153 ул. Марса б/н,+996(3132)70409 ,52
1975,Средняя общеобразовательная школа  им. О.Болеболаева,725004 ул.Тайгашкаева 26,+996(3132)1-49 ,52
1976,Средняя общеобразовательная школа им. О.Жакишева,ул. Бектур уулу Суйоркула б/н,+996(770)138743 ,52
1977,Карагай-Булакская средняя общеобразовательная школа,722144 ул.Арашан 34,+996(556)846661 ,52
1978,Средняя общеобразовательная школа им. академика А.Мурзалиева,725004 ул.Бейшеналиева б/н,+996(777)317310 ,52
1979,Средняя общеобразовательная школа  Норус,725004 ул.Ала-Тоо 2,+996(556)213777 ,52
1980,Неполная средняя школа Ак-Сай,722208 ул.Пионерская б/н,+996(3132)70109 +996(550)290459 ,52
1981,Жетигенская НШ им. Н.С.Жекшенбаева,722208 ул.Конурбаева 23а,+996(3132)70106 +996(777)135513 ,52
1982,Средняя общеобразовательная школа  им. К. Курманова,722208 ул.Школьная 9,+996(3132)70104 +996(3132)70146 +996(777)411220 ,52
1983,Сын-Ташская СШ им. К.Шакирова,722208 ул.Шакирова 42,+996(3132)70102 +996(773)959510 ,52
1984,Средняя общеобразовательная школа  им. Д. Мамашовой,722208 ул.Школьная 5,+996(3132)70108 ,52
1985,Средняя общеобразовательная школа им. Ж.Алыбаева ,722208 ул.Бириккен 25,+996(701)651504 ,52
1986,Юрьевская средняя общеобразовательная школа ,722226 ул.Советская 114,+996(3132)47398 +996(550)308942 ,52
1987,Иссык-Атинская неполная средняя школа,720029 курорт Ысык-Ата,+996(550)195704 ,52
1988,Начальная  школа  «Келечек»,"725000, ул.Пушкина б/н",+996(773)923389 ,52
1989,Краснореченская средняя общеобразовательная школа,725019 ул.Школьная 105,+996(3132)44161 +996(550)731754 ,52
1990,Средняя общеобразовательная школа  им. М.Койбагарова,725025 ул.Гагарина 1а,+996(3132)70230 +996(773)010267 ,52
1991,Средняя общеобразовательная школа  им. А.Молдокулова,725029 ул.Найзабека 5,+996(3132)47698 +966(3132)70203 +996(550)262484 ,52
